product_name,description,product_category_tree,retail_price,discounted_price,brand,clean_product_name,clean_description,main_category,category_encoded
Tapyti Casual Sleeveless Solid Women's Top,"Tapyti Casual Sleeveless Solid Women's Top
                         Price: Rs. 440
				
			Ruffle v-neck tank top
Ruffle v-neck tank top","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Tapyti Tops""]",875.0,440.0,Unknown Brand,tapyti casual sleeveless solid womens top,tapyti casual sleeveless solid womens top price r 440ruffle vneck tank topruffle vneck tank top,Clothing,43
United Colors of Benetton Solid Round Neck Casual Women's Sweater,United Colors of Benetton Solid Round Neck Casual Women's Sweater - Buy 902 United Colors of Benetton Solid Round Neck Casual Women's Sweater For Only Rs. 2099 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,"[""Clothing >> Women's Clothing >> Winter & Seasonal Wear >> Sweaters & Pullovers >> United Colors of Benetton Sweaters & Pullovers""]",2099.0,1364.0,Unknown Brand,united color benetton solid round neck casual womens sweater,united color benetton solid round neck casual womens sweater buy 902 united color benetton solid round neck casual womens sweater r 2099 online india shop online apparel huge collection branded clothes flipkartcom,Clothing,43
Bonzer Bellies,"Bonzer Bellies
                         Price: Rs. 499
				
			Bonzer Women's Stylish and Fashionable Footwear Collection
Bonzer Women's Stylish and Fashionable Footwear Collection","[""Footwear >> Women's Footwear >> Ballerinas""]",999.0,499.0,Unknown Brand,bonzer belly,bonzer belly price r 499bonzer womens stylish fashionable footwear collectionbonzer womens stylish fashionable footwear collection,Footwear,74
BlueStone The Twin Wingflow Yellow Gold Diamond 18 K Ring,BlueStone The Twin Wingflow Yellow Gold Diamond 18 K Ring - Buy BlueStone The Twin Wingflow Yellow Gold Diamond 18 K Ring only for Rs. 13010 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Jewellery >> Rings""]",13010.0,13010.0,BlueStone,bluestone twin wingflow yellow gold diamond 18 k ring,bluestone twin wingflow yellow gold diamond 18 k ring buy bluestone twin wingflow yellow gold diamond 18 k ring r 13010 flipkartcom genuine product 30 day replacement guarantee free shipping cash delivery,Jewellery,99
Allen Solly Girl's Shift Dress,Allen Solly Girl's Shift Dress - Buy Blue Allen Solly Girl's Shift Dress For Only Rs. 1499 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dresses & Skirts >> Dresses >> Allen Solly Dresses""]",1499.0,1049.0,Unknown Brand,allen solly girl shift dress,allen solly girl shift dress buy blue allen solly girl shift dress r 1499 online india shop online apparel huge collection branded clothes flipkartcom,Clothing,43
Allen Solly Girl's Gathered Dress,Allen Solly Girl's Gathered Dress - Buy Red Allen Solly Girl's Gathered Dress For Only Rs. 1399 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dresses & Skirts >> Dresses >> Allen Solly Dresses""]",1399.0,979.0,Unknown Brand,allen solly girl gathered dress,allen solly girl gathered dress buy red allen solly girl gathered dress r 1399 online india shop online apparel huge collection branded clothes flipkartcom,Clothing,43
Ozel Studio Casual Full Sleeve Printed Women's Top,"Ozel Studio Casual Full Sleeve Printed Women's Top
                         Price: Rs. 591
				
			Sheer Bow Printed Top By Ozel Studio
Sheer Bow Printed Top By Ozel Studio","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Ozel Studio Tops""]",985.0,591.0,Unknown Brand,ozel studio casual full sleeve printed womens top,ozel studio casual full sleeve printed womens top price r 591sheer bow printed top ozel studiosheer bow printed top ozel studio,Clothing,43
Ozel Studio Casual Full Sleeve Solid Women's Top,Ozel Studio Casual Full Sleeve Solid Women's Top - Buy Black Ozel Studio Casual Full Sleeve Solid Women's Top For Only Rs. 1425 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Ozel Studio Tops""]",1425.0,855.0,Unknown Brand,ozel studio casual full sleeve solid womens top,ozel studio casual full sleeve solid womens top buy black ozel studio casual full sleeve solid womens top r 1425 online india shop online apparel huge collection branded clothes flipkartcom,Clothing,43
Ozel Studio Casual Sleeveless Printed Women's Top,No Description,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Ozel Studio Tops""]",1290.0,645.0,Unknown Brand,ozel studio casual sleeveless printed womens top,description,Clothing,43
Gee & Bee Casual Printed Women's Kurti,"Gee & Bee Casual Printed Women's Kurti
                         Price: Rs. 649
				
			Gee & Bee Presents 100% cotton Womens Kurtis with premium qality fabric and in ozone free dyes
Gee & Bee Presents 100% cotton Womens Kurtis with premium qality fabric and in ozone free dyes","[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Gee & Bee Kurtis""]",2164.0,649.0,Unknown Brand,gee bee casual printed womens kurti,gee bee casual printed womens kurti price r 649gee bee present 100 cotton womens kurtis premium qality fabric ozone free dyesgee bee present 100 cotton womens kurtis premium qality fabric ozone free dye,Clothing,43
WearYourShine by PCJ The Skyrah Gold Diamond 18 K Ring,"WearYourShine by PCJ The Skyrah Gold Diamond 18 K Ring
                         Price: Rs. 10,213
				
			Please note all diamonds are of Clarity-VSSI and Color-JK. WearYourShine by PC Jeweller features an expert curation of fine jewellery pieces that are expressive of the women of today. These pieces are designed to become the newest keepsakes in your life!
Please note all diamonds are of Clarity-VSSI and Color-JK. WearYourShine by PC Jeweller features an expert curation of fine jewellery pieces that are expressive of the women of today. These pieces are designed to become the newest keepsakes in your life!","[""Jewellery >> Rings""]",10213.0,10213.0,WearYourShine by PCJ,wearyourshine pcj skyrah gold diamond 18 k ring,wearyourshine pcj skyrah gold diamond 18 k ring price r 10213please note diamond clarityvssi colorjk wearyourshine pc jeweller feature expert curation fine jewellery piece expressive woman today piece designed become newest keepsake lifeplease note diamond clarityvssi colorjk wearyourshine pc jeweller feature expert curation fine jewellery piece expressive woman today piece designed become newest keepsake life,Jewellery,99
WearYourShine by PCJ The Dawnetta Gold Diamond 18 K Ring,"WearYourShine by PCJ The Dawnetta Gold Diamond 18 K Ring
                         Price: Rs. 10,227
				
			WearYourShine by PC Jeweller features an expert curation of fine jewellery pieces that are expressive of the women of today. These pieces are designed to become the newest keepsakes in your life!
WearYourShine by PC Jeweller features an expert curation of fine jewellery pieces that are expressive of the women of today. These pieces are designed to become the newest keepsakes in your life!","[""Jewellery >> Rings""]",10227.0,10227.0,WearYourShine by PCJ,wearyourshine pcj dawnetta gold diamond 18 k ring,wearyourshine pcj dawnetta gold diamond 18 k ring price r 10227wearyourshine pc jeweller feature expert curation fine jewellery piece expressive woman today piece designed become newest keepsake lifewearyourshine pc jeweller feature expert curation fine jewellery piece expressive woman today piece designed become newest keepsake life,Jewellery,99
TeeMoods Casual Full Sleeve Striped Women's Top,"TeeMoods Casual Full Sleeve Striped Women's Top
                         Price: Rs. 699
				
			A stylish Womens Full Sleeves Top in stripes with V-Neck. Button Design on Neck. Made in Polyester Cotton, is very comfortable to wear and is soft against the skin. Fabric is stretachable, is body hugging. Size: Small-Chest-30, Length-25, Sleeves-22; Medium-Chest-32, Length-25.5, Sleeves-22.5, Large-Chest-34, Length-26, Sleeves-23.
A stylish Womens Full Sleeves Top in stripes with V-Neck. Button Design on Neck. Made in Polyester Cotton, is very comfortable to wear and is soft against the skin. Fabric is stretachable, is body hugging. Size: Small-Chest-30, Length-25, Sleeves-22; Medium-Chest-32, Length-25.5, Sleeves-22.5, Large-Chest-34, Length-26, Sleeves-23.","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> TeeMoods Tops""]",1399.0,699.0,Unknown Brand,teemoods casual full sleeve striped womens top,teemoods casual full sleeve striped womens top price r 699a stylish womens full sleeve top stripe vneck button design neck made polyester cotton comfortable wear soft skin fabric stretachable body hugging size smallchest30 length25 sleeves22 mediumchest32 length255 sleeves225 largechest34 length26 sleeves23a stylish womens full sleeve top stripe vneck button design neck made polyester cotton comfortable wear soft skin fabric stretachable body hugging size smallchest30 length25 sleeves22 mediumchest32 length255 sleeves225 largechest34 length26 sleeves23,Clothing,43
TeeMoods Casual Full Sleeve Striped Women's Top,"TeeMoods Casual Full Sleeve Striped Women's Top
                         Price: Rs. 699
				
			A stylish Womens Full Sleeves Top in stripes with High Neck. Made in Polyester Cotton, is very comfortable to wear and is soft against the skin. Fabric is stretachable, is body hugging. Size: Small-Chest-30, Length-25, Sleeves-22; Medium-Chest-32, Length-25.5, Sleeves-22.5, Large-Chest-34, Length-26, Sleeves-23.
A stylish Womens Full Sleeves Top in stripes with High Neck. Made in Polyester Cotton, is very comfortable to wear and is soft against the skin. Fabric is stretachable, is body hugging. Size: Small-Chest-30, Length-25, Sleeves-22; Medium-Chest-32, Length-25.5, Sleeves-22.5, Large-Chest-34, Length-26, Sleeves-23.","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> TeeMoods Tops""]",1399.0,699.0,Unknown Brand,teemoods casual full sleeve striped womens top,teemoods casual full sleeve striped womens top price r 699a stylish womens full sleeve top stripe high neck made polyester cotton comfortable wear soft skin fabric stretachable body hugging size smallchest30 length25 sleeves22 mediumchest32 length255 sleeves225 largechest34 length26 sleeves23a stylish womens full sleeve top stripe high neck made polyester cotton comfortable wear soft skin fabric stretachable body hugging size smallchest30 length25 sleeves22 mediumchest32 length255 sleeves225 largechest34 length26 sleeves23,Clothing,43
The Clove Casual 3/4 Sleeve Striped Women's Top,The Clove Casual 3/4 Sleeve Striped Women's Top - Buy Grey The Clove Casual 3/4 Sleeve Striped Women's Top For Only Rs. 1499 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> The Clove Tops""]",1499.0,699.0,Unknown Brand,clove casual 34 sleeve striped womens top,clove casual 34 sleeve striped womens top buy grey clove casual 34 sleeve striped womens top r 1499 online india shop online apparel huge collection branded clothes flipkartcom,Clothing,43
Nun Casual Full Sleeve Striped Women's Top,"Nun Casual Full Sleeve Striped Women's Top
                         Price: Rs. 585
				
			This Full Sleeve Woven Top Has A Trendy Vertical Stripes Pattern ! A Surplice Neckline Leads Down To A Wrap-Hem That Gets A Little High-Low In Back
This Full Sleeve Woven Top Has A Trendy Vertical Stripes Pattern ! A Surplice Neckline Leads Down To A Wrap-Hem That Gets A Little High-Low In Back","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Nun Tops""]",1195.0,585.0,Unknown Brand,nun casual full sleeve striped womens top,nun casual full sleeve striped womens top price r 585this full sleeve woven top trendy vertical stripe pattern surplice neckline lead wraphem get little highlow backthis full sleeve woven top trendy vertical stripe pattern surplice neckline lead wraphem get little highlow back,Clothing,43
